"","filename","type","object","suffix","func","modal","preN","c_adjunct","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"11628","1193_88_m1650","verb","no","ing","Pcomp","_","bare","adv",0.4,1685,"JamesDrummond,4thEarlofPerth","male","Central","Perthshire","Edinburgh","unspecified"
"11666","1194_89_m1650","verb","N","ing","adjunct","_","bare","_",0.5,1684,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Elgin","unspecified"
"11734","1195_90_m1650","verb","N","ing","conj","_","bare","_",0.6,1697,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Herbershire","unspecified"
"11738","1195_90_m1650","verb","N","ing","conj","_","bare","_",0.6,1697,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Herbershire","unspecified"
"11763","1195_90_m1650","verb","PP","ing","adjunct","_","bare","_",0.8,1697,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Herbershire","unspecified"
"11813","1196_91_m1650","verb","N","ing","adjunct","_","indef","_",0.3,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11825","1196_91_m1650","noun","no","ing","conj","_","pos","loc_temp",0.4,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11844","1196_91_m1650","verb","N","ing","adjunct","_","bare","_",0.5,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11873","1197_92_m1650","verb","no","ing","Pcomp","_","bare","_",0.3,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11878","1197_92_m1650","verb","N","ing","Pcomp","_","bare","_",0.3,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11893","1197_92_m1650","verb","PP","ing","adjunct","_","bare","_",0.3,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11918","1197_92_m1650","noun","none","ing","Pcomp","_","bare","_",0.4,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11948","1198_93_m1650","verb","no","ing","conj","modal","bare","_",0.6,1699,"KennethMackenzie,4thEarlofSeaforth","male","North","Ross","Edinburgh","unspecified"
"11974","1199_94_m1650","verb","N","ing","adjunct","_","bare","_",0.2,1695,"DavidWemyss,4thEarlofWemyss,LordElcho","male","South-East","Fife","StAndrews","unspecified"
"12069","120_102_f1600","noun","none","ing","Pcomp","_","det","_",0.2,1617,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","Seton","unspecified"
"12101","120_102_f1600","noun","clause","ing","obj","_","indef","_",0.6,1617,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","Seton","unspecified"
"12125","120_102_f1600","verb","clause","ing","root","_","bare","adv",0.7,1617,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","Seton","unspecified"
"12180","1200_95_m1650","verb","PP","ing","adjunct","_","bare","_",0.6,1672,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Edinburgh","unspecified"
"12184","1200_95_m1650","verb","N","ing","adjunct","_","bare","_",0.7,1672,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Edinburgh","unspecified"
"12196","1200_95_m1650","noun","none","ing","Pcomp","_","pos","_",0.11,1672,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Edinburgh","unspecified"
"12222","1201_96_m1650","noun","PPof","ing","obj","_","det","_",0.4,1680,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Boghall","unspecified"
"12227","1201_96_m1650","verb","clause","ing","adjunct","_","bare","_",0.4,1680,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Boghall","unspecified"
"12248","1201_96_m1650","verb","N","ing","adjunct","_","bare","_",0.9,1680,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Boghall","unspecified"
"12256","1201_96_m1650","verb","N","ing","adjunct","_","bare","_",0.1,1680,"WilliamFleming,5thEarlofWigtown","male","Central","Lanarkshire","Boghall","unspecified"
"12342","1202_97_m1650","noun","none","ing","obj","_","det","_",0.17,1686,"JohnFleming,6thEarlofWigtown","male","Central","Lanarkshire","Cumbernauld","unspecified"
"12372","1202_97_m1650","verb","N","ing","adjunct","_","bare","_",0.23,1686,"JohnFleming,6thEarlofWigtown","male","Central","Lanarkshire","Cumbernauld","unspecified"
"12460","1202_97_m1650","verb","N","ing","adjunct","_","bare","_",0.39,1686,"JohnFleming,6thEarlofWigtown","male","Central","Lanarkshire","Cumbernauld","unspecified"
"12520","1203_98_m1650","verb","N","ing","adjunct","_","bare","_",0.6,1689,"JohnKennedy,7thEarlofCassillis","male","South-West","Ayrshire","unspecified","unspecified"
"12543","1204_99_m1650","verb","no","ing","adjunct","modal","bare","loc_temp",0.3,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12570","1204_99_m1650","noun","PPof","ing","Pcomp","_","det","_",0.6,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12579","1204_99_m1650","verb","no","ing","adjunct","_","bare","_",0.7,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12592","1204_99_m1650","verb","N","ing","adjunct","_","bare","_",0.7,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12628","1204_99_m1650","noun","PP","ing","Pcomp","_","pos","_",0.1,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12636","1204_99_m1650","verb","adjp","ing","adjunct","_","bare","_",0.11,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12645","1204_99_m1650","verb","PP","ing","adjunct","_","bare","_",0.11,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12660","1204_99_m1650","verb","clause","ing","adjunct","_","bare","_",0.14,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12673","1204_99_m1650","verb","N","ing","adjunct","_","bare","_",0.14,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12690","1204_99_m1650","verb","PP","ing","adjunct","modal","bare","loc_temp",0.15,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12704","1204_99_m1650","noun","PPof","ing","Pcomp","_","det","_",0.16,1663,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Montgomerieston","unspecified"
"12776","1205_100_m1650","verb","clause","ing","adjunct","_","bare","_",0.6,1664,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"12851","1206_101_m1650","verb","clause","ing","adjunct","_","bare","_",0.6,1664,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"12903","1207_102_m1650","verb","N","ing","conj","_","bare","_",0.7,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12907","1207_102_m1650","noun","none","ing","obj","_","bare","_",0.7,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12927","1208_103_m1650","verb","no","ing","adjunct","_","bare","_",0.4,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"12944","1209_104_m1650","verb","clause","ing","adjunct","modal","bare","_",0.3,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12965","1209_104_m1650","verb","adjp","ing","adjunct","modal","bare","_",0.5,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12967","1209_104_m1650","verb","clause","ing","adjunct","_","bare","_",0.6,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12969","1209_104_m1650","noun","none","ing","conj","_","pos","_",0.6,1665,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"12991","121_103_f1600","noun","PP","ing","Pcomp","_","pos","_",0.3,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13003","121_103_f1600","verb","PP","ing","adjunct","_","bare","_",0.4,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13005","121_103_f1600","verb","PP","ing","adjunct","_","bare","loc_temp",0.4,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13011","121_103_f1600","verb","N","ing","root","_","bare","_",0.5,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13031","121_103_f1600","verb","clause","ing","adjunct","_","bare","_",0.7,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13045","121_103_f1600","verb","clause","ing","adjunct","_","bare","_",0.9,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13053","121_103_f1600","noun","PP","ing","Pcomp","_","det","_",0.1,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13068","121_103_f1600","verb","N","ing","root","_","bare","_",0.13,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13080","121_103_f1600","noun","PP","ing","sbj","_","pos","_",0.14,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13089","121_103_f1600","verb","clause","ing","root","_","bare","adv",0.15,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13092","121_103_f1600","verb","N","ing","Pcomp","_","bare","_",0.15,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13123","121_103_f1600","verb","N","ing","adjunct","_","bare","_",0.17,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13134","121_103_f1600","verb","N","ing","Pcomp","_","bare","_",0.18,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13171","121_103_f1600","noun","PP","ing","Pcomp","_","pos","_",0.23,1631,"IsabellaSeton,CountessofPerth","female","South-East","Lothian","unspecified","unspecified"
"13197","1210_105_m1650","verb","N","ing","adjunct","_","bare","_",0.5,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"13222","1210_105_m1650","noun","none","ing","obj","_","bare","_",0.9,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"13245","1210_105_m1650","verb","PP","ing","adjunct","_","bare","_",0.16,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"13261","1210_105_m1650","verb","N","ing","adjunct","_","bare","_",0.21,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Edinburgh","unspecified"
"13287","1211_106_m1650","hybrid","N","ing","Pcomp","_","pos","_",0.3,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"13306","1211_106_m1650","verb","none","ing","Pcomp","_","bare","_",0.7,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"13318","1211_106_m1650","verb","N","ing","adjunct","_","bare","_",0.11,1667,"HughMontgomery,7thEarlofEglinton","male","South-West","Ayrshire","Eglinton","unspecified"
"13336","1212_107_m1650","noun","no","ing","Pcomp","_","det","_",0.4,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Edinburgh","unspecified"
"13344","1212_107_m1650","verb","N","ing","adjunct","_","bare","_",0.5,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Edinburgh","unspecified"
"13348","1212_107_m1650","verb","N","ing","adjunct","_","bare","_",0.6,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Edinburgh","unspecified"
"13386","1213_108_m1650","verb","PP","ing","adjunct","modal","bare","loc_temp",0.3,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","unspecified","unspecified"
"13392","1213_108_m1650","verb","N","ing","Pcomp","_","bare","_",0.3,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","unspecified","unspecified"
"13409","1213_108_m1650","verb","N","ing","Pcomp","_","bare","_",0.4,1656,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","unspecified","unspecified"
"13448","1214_109_m1650","verb","N","ing","Pcomp","_","bare","_",0.4,1660,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Burntisland","unspecified"
"13472","1214_109_m1650","verb","clause","ing","adjunct","_","bare","_",0.5,1660,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Burntisland","unspecified"
"13498","1214_109_m1650","verb","clause","ing","Pcomp","_","bare","_",0.8,1660,"JohnLeslie,7thEarlofRothes","male","South-East","Fife","Burntisland","unspecified"
"13580","1215_110_m1650","hybrid","N","ing","Pcomp","_","pos","loc_temp",0.8,1678,"AlexanderMontgomery,8thEarlofEglinton","male","South-West","Ayrshire","Duncaster","unspecified"
"13588","1215_110_m1650","noun","PPof","ing","Pcomp","_","det","_",0.9,1678,"AlexanderMontgomery,8thEarlofEglinton","male","South-West","Ayrshire","Duncaster","unspecified"
"13590","1215_110_m1650","verb","N","ing","adjunct","_","bare","_",0.9,1678,"AlexanderMontgomery,8thEarlofEglinton","male","South-West","Ayrshire","Duncaster","unspecified"
"13629","1215_110_m1650","verb","N","ing","conj","_","bare","_",0.14,1678,"AlexanderMontgomery,8thEarlofEglinton","male","South-West","Ayrshire","Duncaster","unspecified"
"13631","1215_110_m1650","verb","clause","ing","conj","_","bare","adv",0.14,1678,"AlexanderMontgomery,8thEarlofEglinton","male","South-West","Ayrshire","Duncaster","unspecified"
"13673","1216_111_m1650","verb","no","ing","Pcomp","_","pos","loc_temp",0.2,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13676","1216_111_m1650","verb","N","ing","adjunct","_","bare","_",0.2,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13700","1216_111_m1650","verb","none","ing","adjunct","_","bare","_",0.4,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13711","1216_111_m1650","verb","PP","ing","adjunct","_","bare","_",0.5,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13735","1216_111_m1650","noun","PP","ing","Pcomp","_","pos","_",0.8,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13747","1216_111_m1650","verb","PP","ing","conj","_","bare","_",0.9,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13749","1216_111_m1650","verb","N","ing","conj","_","bare","_",0.9,1656,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","London","unspecified"
"13812","1217_112_m1650","verb","PP","ing","adjunct","_","bare","loc_temp",0.3,1679,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","Glenorchy","unspecified"
"13844","1217_112_m1650","verb","N","ing","adjunct","_","bare","loc_temp",0.8,1679,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","Glenorchy","unspecified"
"13848","1217_112_m1650","verb","N","ing","Pcomp","_","bare","loc_temp",0.8,1679,"ArchibaldCampbell,9thEarlofArgyll","male","South-West","Argyllshire","Glenorchy","unspecified"
"13874","1218_113_m1650","hybrid","PP","ing","sbj","modal","pos","_",0.3,1697,"WilliamKeith,9thEarlofMarischal","male","North-East","Aberdeenshire","Inverugie","unspecified"
"13893","1218_113_m1650","verb","N","ing","adjunct","_","bare","_",0.7,1697,"WilliamKeith,9thEarlofMarischal","male","North-East","Aberdeenshire","Inverugie","unspecified"
"13954","1219_114_m1650","noun","none","ing","obj","_","indef","_",0.7,1658,"ThomasAnnand","male","Unspecified","Unspecified","Edinburgh","Professional"
"13958","1219_114_m1650","noun","PPof","ing","Pcomp","_","det","_",0.7,1658,"ThomasAnnand","male","Unspecified","Unspecified","Edinburgh","Professional"
