"","filename","type","mood","do","sbj_type","adj","infl","k-class","clause_ID","year","author","wgr","large_region","lcinf","lclet","class"
"8194","1245_140_m1650","aff","decl","no","NP","adj","infl","other",0.26,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8199","1245_140_m1650","aff","decl","be","3sg","adj","infl","other",0.28,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8200","1245_140_m1650","aff","decl","be","NP","no-adj","infl","other",0.28,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8204","1245_140_m1650","aff","decl","be","1sg","adj","no-infl","other",0.28,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8206","1246_141_m1650","aff","decl","hv","conNSR","no-adj","no-infl","other",0.4,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8208","1246_141_m1650","aff","decl","no","1sg","adj","no-infl","other",0.6,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8215","1246_141_m1650","aff","decl","hv","3sg","adj","infl","other",0.6,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8217","1246_141_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.7,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8219","1246_141_m1650","aff","decl","be","plNP","no-adj","no-infl","other",0.8,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8220","1246_141_m1650","aff","decl","be","NP","adj","infl","other",0.9,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8221","1246_141_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.1,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8222","1246_141_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.1,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8224","1246_141_m1650","aff","decl","be","NP","adj","infl","other",0.1,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8231","1246_141_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.11,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8233","1246_141_m1650","aff","decl","be","NP","adj","no-infl","other",0.11,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8236","1246_141_m1650","aff","decl","hv","3sg","adj","infl","other",0.12,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8242","1246_141_m1650","aff","decl","hv","pl","adj","no-infl","other",0.15,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8243","1246_141_m1650","neg","decl","hv","1sg","adj","no-infl","other",0.16,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8244","1246_141_m1650","aff","decl","hv","NP","adj","infl","other",0.17,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8249","1246_141_m1650","aff","decl","hv","plNP","weak-adj","infl","other",0.19,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8250","1246_141_m1650","aff","decl","be","conNO","no-adj","no-infl","other",0.2,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8251","1246_141_m1650","aff","decl","be","NP","adj","infl","other",0.21,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8253","1247_142_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.3,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8257","1247_142_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.4,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8259","1247_142_m1650","aff","decl","hv","conNSR","no-adj","no-infl","other",0.5,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8260","1247_142_m1650","aff","decl","be","NP","adj","infl","other",0.6,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8261","1247_142_m1650","aff","decl","hv","conNO","no-adj","infl","other",0.7,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8262","1247_142_m1650","aff","decl","no","1sg","adj","no-infl","other",0.8,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8265","1247_142_m1650","aff","decl","no","1sg","adj","no-infl","other",0.8,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8269","1247_142_m1650","aff","decl","hv","NP","adj","infl","other",0.9,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8273","1247_142_m1650","aff","decl","hv","pl","adj","no-infl","other",0.11,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8275","1247_142_m1650","aff","decl","be","plNP","adj","no-infl","other",0.13,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8276","1247_142_m1650","aff","decl","hv","2p","adj","no-infl","other",0.13,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8283","1247_142_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.17,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8285","1247_142_m1650","aff","decl","be","NP","adj","infl","other",0.19,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8287","1247_142_m1650","aff","decl","hv","conNO","no-adj","infl","other",0.2,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8290","1247_142_m1650","aff","decl","hv","3sg","adj","infl","other",0.2,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8291","1248_143_m1650","aff","decl","hv","NP","adj","infl","other",0.3,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8297","1248_143_m1650","aff","decl","no","3sg","adj","infl","other",0.4,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8298","1248_143_m1650","aff","decl","no","NP","adj","infl","other",0.4,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8301","1248_143_m1650","aff","decl","be","plNP","no-adj","no-infl","other",0.6,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8304","1248_143_m1650","aff","decl","be","NP","adj","infl","other",0.7,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8308","1248_143_m1650","aff","decl","no","NP","no-adj","no-infl","other",0.8,"1687","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8318","1249_144_m1650","aff","decl","hv","3sg","adj","infl","other",0.5,"1688","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8324","1249_144_m1650","aff","decl","be","3sg","adj","infl","other",0.9,"1688","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8328","1249_144_m1650","aff","decl","be","NP","adj","infl","other",0.11,"1688","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8329","1249_144_m1650","aff","decl","no","2p","adj","no-infl","other",0.12,"1688","JamesChalmer","male","North","Moray","Gordonstoun","unspecified"
"8333","125_107_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8334","125_107_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.3,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8339","125_107_f1600","aff","decl","be","3sg","adj","infl","other",0.4,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8343","125_107_f1600","aff","decl","no","2p","adj","no-infl","k-class",0.5,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8344","125_107_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8350","125_107_f1600","aff","decl","be","1sg","adj","no-infl","other",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8352","125_107_f1600","aff","decl","be","1sg","adj","no-infl","other",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8354","125_107_f1600","neg","decl","no","1sg","adj","no-infl","other",0.7,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8355","125_107_f1600","aff","decl","no","2p","adj","no-infl","other",0.7,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8356","125_107_f1600","aff","decl","be","1sg","adj","no-infl","other",0.8,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8359","125_107_f1600","neg","decl","yes","2p","no-adj","no-infl","other",0.9,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8365","125_107_f1600","aff","decl","no","1sg","adj","no-infl","other",0.9,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8373","125_107_f1600","neg","decl","yes","1sg","adj","no-infl","k-class",0.12,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8374","125_107_f1600","aff","decl","no","1sg","adj","no-infl","other",0.13,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8375","125_107_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.13,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8378","125_107_f1600","aff","decl","no","1sg","adj","no-infl","other",0.15,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8379","125_107_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.17,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8384","125_107_f1600","aff","decl","be","2p","weak-adj","no-infl","other",0.18,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8386","1250_145_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.2,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8398","1250_145_m1650","aff","decl","no","1sg","adj","no-infl","other",0.5,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8401","1250_145_m1650","aff","decl","be","NP","adj","infl","other",0.5,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8405","1250_145_m1650","aff","decl","hv","conNSR","no-adj","no-infl","other",0.6,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8407","1250_145_m1650","aff","decl","be","NP","adj","infl","other",0.6,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8408","1250_145_m1650","aff","decl","no","conNSR","no-adj","infl","k-class",0.7,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8415","1250_145_m1650","aff","decl","be","1sg","adj","no-infl","other",0.8,"1695","WilliamCochrane","male","South-West","South-West","Paisley","unspecified"
"8416","1251_146_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.3,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8421","1251_146_m1650","aff","decl","be","NP","adj","infl","other",0.4,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8425","1251_146_m1650","aff","decl","be","NP","adj","infl","other",0.4,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8427","1251_146_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.5,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8429","1251_146_m1650","aff","decl","be","NP","adj","infl","other",0.5,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8430","1251_146_m1650","aff","decl","hv","NP","adj","infl","other",0.5,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8440","1251_146_m1650","aff","decl","no","1sg","adj","no-infl","other",0.7,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8441","1251_146_m1650","aff","decl","no","1sg","weak-adj","no-infl","other",0.8,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8442","1251_146_m1650","aff","decl","be","NP","adj","no-infl","other",0.8,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8444","1251_146_m1650","aff","decl","hv","pl","adj","no-infl","other",0.8,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8452","1251_146_m1650","aff","decl","no","1sg","adj","no-infl","other",0.9,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8455","1251_146_m1650","aff","decl","no","1sg","adj","no-infl","other",0.1,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8456","1251_146_m1650","aff","decl","no","NP","adj","no-infl","other",0.1,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8458","1252_147_m1650","aff","decl","be","NP","no-adj","infl","other",0.3,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8471","1252_147_m1650","aff","decl","be","NP","adj","infl","other",0.5,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8473","1252_147_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8475","1252_147_m1650","neg","decl","yes","NP","adj","infl","k-class",0.6,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8479","1252_147_m1650","aff","decl","no","conNO","no-adj","no-infl","other",0.6,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8480","1252_147_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.7,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8482","1252_147_m1650","aff","decl","no","1sg","adj","no-infl","other",0.8,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8484","1253_148_m1650","aff","decl","be","1sg","adj","no-infl","other",0.3,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8497","1253_148_m1650","aff","decl","hv","pl","adj","no-infl","other",0.6,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8498","1253_148_m1650","aff","decl","hv","3sg","adj","no-infl","other",0.7,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8500","1253_148_m1650","aff","decl","hv","pl","adj","no-infl","other",0.8,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8504","1253_148_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.1,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8507","1253_148_m1650","aff","decl","be","3sg","adj","infl","other",0.11,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8508","1253_148_m1650","aff","decl","be","1sg","adj","no-infl","other",0.12,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8510","1253_148_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.12,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8512","1253_148_m1650","aff","decl","be","NP","no-adj","infl","other",0.13,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8525","1253_148_m1650","aff","decl","no","2p","adj","no-infl","other",0.17,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8526","1253_148_m1650","aff","decl","no","2p","adj","no-infl","k-class",0.18,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8538","1253_148_m1650","aff","decl","be","pl","adj","no-infl","other",0.2,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8544","1253_148_m1650","aff","decl","be","NP","adj","infl","other",0.21,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8546","1253_148_m1650","aff","decl","be","pl","adj","no-infl","other",0.22,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8547","1253_148_m1650","aff","decl","no","3sg","adj","infl","other",0.23,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8550","1253_148_m1650","aff","decl","no","2p","adj","no-infl","other",0.24,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8552","1253_148_m1650","aff","decl","be","NP","adj","infl","other",0.25,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8553","1253_148_m1650","aff","decl","be","3sg","adj","no-infl","other",0.25,"1675","RobertCummingofAltyre","male","North-East","Aberdeenshire","Altyre","unspecified"
"8571","1254_149_m1650","aff","decl","be","2p","adj","no-infl","other",0.4,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8574","1254_149_m1650","aff","decl","be","3sg","adj","infl","other",0.4,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8578","1254_149_m1650","aff","decl","be","3sg","adj","infl","other",0.4,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8582","1254_149_m1650","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8584","1254_149_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8587","1254_149_m1650","aff","decl","no","1sg","adj","no-infl","other",0.6,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8590","1254_149_m1650","aff","decl","no","1sg","no-adj","infl","other",0.6,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8592","1254_149_m1650","aff","decl","be","1sg","adj","no-infl","other",0.6,"1671","AlexanderCunninghamofCraigends","male","South-West","Ayrshire","Pokelly","unspecified"
"8607","1255_150_m1650","aff","decl","no","1sg","adj","no-infl","k-class",0.5,"1679","JCunningham","male","South-West","Ayrshire","Dumbarton","unspecified"
"8608","1255_150_m1650","aff","decl","be","pl","adj","no-infl","other",0.5,"1679","JCunningham","male","South-West","Ayrshire","Dumbarton","unspecified"
"8613","1255_150_m1650","aff","decl","no","1sg","adj","no-infl","other",0.6,"1679","JCunningham","male","South-West","Ayrshire","Dumbarton","unspecified"
"8615","1255_150_m1650","aff","decl","no","NP","adj","infl","k-class",0.7,"1679","JCunningham","male","South-West","Ayrshire","Dumbarton","unspecified"
"8619","126_108_f1600","neg","decl","be","NP","no-adj","infl","other",0.2,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8620","126_108_f1600","aff","decl","be","NP","no-adj","no-infl","other",0.2,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8621","126_108_f1600","aff","decl","no","1sg","adj","no-infl","other",0.3,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8624","126_108_f1600","aff","decl","be","1sg","adj","no-infl","other",0.4,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8626","126_108_f1600","aff","decl","be","3sg","adj","infl","other",0.4,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8629","126_108_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8631","126_108_f1600","aff","decl","be","NP","adj","infl","other",0.7,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8633","126_108_f1600","aff","decl","no","2p","null-adj","no-infl","other",0.8,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8635","126_108_f1600","aff","decl","no","1sg","adj","no-infl","other",0.9,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8639","126_108_f1600","aff","decl","yes","1sg","adj","no-infl","other",0.12,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8646","127_109_f1600","aff","decl","no","1sg","adj","no-infl","other",0.4,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8647","127_109_f1600","aff","decl","be","NP","adj","no-infl","other",0.4,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8650","127_109_f1600","aff","decl","be","NP","adj","infl","other",0.5,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8651","127_109_f1600","aff","decl","no","1sg","adj","no-infl","k-class",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8652","127_109_f1600","aff","decl","be","pl","adj","no-infl","other",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8653","127_109_f1600","aff","decl","no","1sg","adj","no-infl","other",0.7,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8655","127_109_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.9,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8657","127_109_f1600","aff","decl","no","conNSR","no-adj","infl","other",0.1,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8661","127_109_f1600","aff","decl","yes","1sg","adj","no-infl","other",0.13,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8669","128_110_f1600","aff","decl","be","1sg","adj","no-infl","other",0.3,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8672","128_110_f1600","neg","decl","yes","2p","adj","no-infl","other",0.3,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8673","128_110_f1600","aff","decl","no","conNSR","no-adj","no-infl","other",0.3,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8679","128_110_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.5,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8680","128_110_f1600","aff","decl","be","NP","weak-adj","no-infl","other",0.6,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8682","128_110_f1600","aff","decl","be","NP","no-adj","no-infl","other",0.7,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8685","128_110_f1600","aff","decl","hv","NP","adj","infl","other",0.1,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8686","128_110_f1600","aff","decl","be","plNP","no-adj","no-infl","other",0.11,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8687","128_110_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.12,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8691","128_110_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.14,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8692","128_110_f1600","neg","decl","no","3sg","adj","no-infl","other",0.14,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8696","128_110_f1600","neg","decl","no","1sg","adj","no-infl","other",0.15,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8699","128_110_f1600","aff","decl","no","3sg","adj","infl","other",0.16,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8703","128_110_f1600","aff","decl","no","3sg","adj","infl","other",0.18,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8704","128_110_f1600","aff","decl","be","NP","adj","infl","other",0.19,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8707","128_110_f1600","aff","decl","no","3sg","adj","no-infl","other",0.21,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8708","128_110_f1600","aff","decl","no","3sg","adj","no-infl","other",0.21,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8709","128_110_f1600","aff","decl","be","1sg","adj","no-infl","other",0.22,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8710","128_110_f1600","aff","decl","no","1sg","adj","no-infl","other",0.23,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8711","128_110_f1600","aff","decl","no","conNSR","no-adj","infl","other",0.24,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8713","128_110_f1600","aff","decl","be","NP","adj","no-infl","other",0.26,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8715","128_110_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.27,"1600","MarieStewart,CountessofMar","female","South-East","Stirlingshire","Stirling","unspecified"
"8718","129_111_f1600","aff","decl","no","1sg","adj","no-infl","other",0.2,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8720","129_111_f1600","aff","decl","hv","3sg","adj","infl","other",0.2,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8726","129_111_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.4,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8728","129_111_f1600","neg","decl","no","1sg","adj","no-infl","k-class",0.5,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8733","129_111_f1600","aff","decl","no","pl","adj","no-infl","other",0.7,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8737","129_111_f1600","aff","decl","no","1sg","adj","no-infl","other",0.8,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8740","129_111_f1600","aff","decl","be","NP","adj","infl","other",0.9,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8741","129_111_f1600","aff","decl","hv","3sg","adj","infl","other",0.9,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8742","129_111_f1600","neg","decl","yes","1sg","adj","no-infl","other",0.1,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8743","129_111_f1600","aff","decl","hv","NP","no-adj","infl","other",0.11,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8746","129_111_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.12,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8747","129_111_f1600","aff","decl","no","1sg","adj","no-infl","other",0.13,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8749","129_111_f1600","neg","decl","hv","2p","adj","no-infl","other",0.13,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
"8753","129_111_f1600","aff","decl","hv","1sg","adj","no-infl","other",0.14,"1639","MarieStewart,CountessofMar","female","South-East","Stirlingshire","unspecified","unspecified"
